Time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
6209	1236585	1285207	1260838	1259483	1274930	1351767	1286726	1156035	1295412	1213302	1080014	1010747	1138147	1171951	1224090	1112469	1142822	1215527	1202683	1206150	1297155	1384250	1144584	1104819	1064372	1119398	1165515	1096488	1089009	1151546	1076265	1085213	1144852	1224312	1060919	991748.1	1023842	1079930	1121121	1096055	1149488	1216726	1115013	1066358	1078435	1088487	1023454	915304	1030094	1110399	1146076	1075958	1098790	1144853	1129788	1108913	1067176	1090361	1011704	946845.1	1096940	1196129	1228390	1130101	1144114	1203896	1142197	1116230	1111786	1154572	1020869	982250.6	1142341	1288861	1391094	1259214	1282019	1297982	1212593	1183873	1164395	1202296	1121847	1057231	1163299	1258465	1282506	1228177	1310503	1280305	1190944	1234292	1227650	1296831	1145617	1126739	
6228	1226489	1274406	1266524	1253155	1281369	1367879	1288396	1155044	1292533	1223940	1082792	1016534	1136817	1167978	1219933	1116880	1143025	1215833	1206803	1198080	1292548	1380046	1143433	1101967	1070608	1118817	1158704	1091383	1090619	1149113	1076676	1087007	1128676	1229691	1068936	986444	1032563	1077409	1129088	1095180	1152315	1218563	1107774	1061007	1067820	1085368	1012253	914973.9	1035487	1105141	1140559	1079189	1103193	1141357	1119981	1117501	1058412	1099813	1021371	951597.3	1114657	1197857	1223427	1136678	1172550	1193401	1140379	1112966	1117596	1146502	1026692	974988.3	1144798	1295779	1378278	1251158	1273542	1319795	1212622	1173582	1158509	1201274	1115727	1057543	1164628	1269572	1279536	1212809	1305935	1286429	1190266	1225140	1232977	1298633	1153428	1127093	
6249	1217917	1271921	1252442	1248386	1281844	1370105	1289446	1150179	1297398	1219440	1077370	1016834	1138800	1169176	1216054	1115138	1144561	1212897	1199143	1204706	1297810	1382820	1137272	1107880	1063477	1129735	1156372	1092811	1082595	1137389	1071439	1082931	1126453	1225137	1062226	994133.3	1025568	1094521	1120358	1088288	1142392	1209588	1101902	1050857	1073528	1080589	1015466	913222.7	1037671	1105642	1139855	1079492	1100901	1144218	1118176	1120504	1060933	1100697	1028010	949298.3	1103278	1197059	1227652	1137271	1184034	1191717	1140845	1116741	1112903	1153892	1029818	987157.9	1146197	1295084	1388114	1254620	1276904	1338236	1209577	1175047	1159911	1197247	1120806	1051543	1157625	1271468	1277364	1219624	1309133	1280843	1192043	1224127	1226349	1305786	1148911	1129105	
6268	1224411	1279825	1257117	1246512	1288458	1361737	1284477	1157653	1307710	1210841	1083532	1017725	1138279	1180174	1214822	1129050	1142951	1212131	1205980	1193231	1294545	1380638	1142317	1103816	1065894	1129850	1159839	1090591	1085791	1144236	1083704	1077181	1133993	1227307	1069429	985997.9	1021641	1092013	1122885	1083189	1145729	1207838	1103331	1050187	1066439	1084789	1020903	916996.9	1027156	1113614	1138495	1075692	1105441	1139519	1108959	1115948	1063111	1095955	1032568	938033.9	1102888	1199853	1219688	1159778	1190797	1195991	1135538	1107156	1105707	1154833	1024216	980586.1	1144501	1301010	1375022	1256213	1271632	1339204	1194734	1170203	1155216	1201199	1115771	1048114	1165663	1273069	1279626	1221788	1325872	1282272	1192544	1226605	1224809	1303841	1149964	1127150	
6294	1230890	1285113	1256361	1238862	1298633	1372590	1289926	1157550	1297688	1208718	1086932	1014637	1133120	1173412	1217311	1141690	1145589	1216799	1208041	1197608	1301357	1382904	1142430	1099335	1058440	1131663	1154761	1087547	1088915	1125747	1084724	1077842	1132018	1212312	1052483	991917	1021249	1100608	1122967	1088464	1145719	1206169	1111889	1054214	1076561	1085441	1017315	917470.7	1014531	1110390	1139485	1089209	1108116	1139128	1107200	1118484	1063925	1095711	1028772	945789.7	1108899	1198772	1218774	1173389	1183730	1193877	1143137	1102292	1101462	1147329	1027057	976924.1	1149736	1316084	1373761	1263057	1278764	1342397	1196300	1173893	1154083	1189287	1123972	1049978	1155273	1275561	1279177	1212711	1336400	1279738	1196451	1219933	1213650	1297547	1154455	1129077	
6314	1222553	1287856	1255067	1241175	1306291	1365294	1292496	1150775	1304092	1210249	1084504	1012922	1140958	1182556	1202881	1156783	1141675	1217198	1207697	1208356	1296949	1377045	1136376	1105288	1060737	1122673	1154743	1091908	1081435	1139313	1076061	1075885	1128934	1211235	1061472	985682.7	1017158	1094390	1121716	1091531	1141729	1203409	1106047	1043229	1061345	1080564	1009281	920363	1024075	1108583	1132233	1071817	1104201	1131133	1107872	1103095	1062452	1104339	1025006	949078.9	1106237	1204696	1212770	1169714	1183140	1186166	1131051	1096037	1092868	1151271	1033934	974709.3	1147115	1318276	1363421	1256126	1270296	1337098	1198424	1178711	1151864	1190533	1125830	1052629	1166796	1276275	1280596	1217186	1356497	1277920	1199565	1217982	1217709	1302015	1151280	1130996	
6335	1219588	1292509	1255049	1236069	1313067	1363242	1300705	1158914	1290694	1205392	1080060	1020882	1140786	1182993	1200114	1160504	1150816	1211008	1202707	1203474	1290396	1373770	1145646	1105924	1067615	1135612	1152412	1090558	1080547	1138094	1074733	1074611	1130664	1198319	1063565	988396.7	1017186	1098500	1116365	1084101	1148397	1196297	1109365	1041598	1080167	1081184	1013165	918355.9	1024120	1108898	1126443	1080407	1103080	1128012	1102133	1106537	1049485	1099992	1032920	943401.9	1114353	1204941	1227848	1167973	1181044	1182049	1138074	1090901	1090382	1158805	1018288	981471.6	1140635	1313769	1354770	1261384	1278833	1331935	1198036	1170708	1154977	1195356	1127387	1050323	1164683	1292951	1279424	1215138	1356501	1271151	1195772	1212485	1209748	1297565	1153257	1139512	
6355	1219804	1290163	1250488	1233573	1316747	1349691	1303062	1160358	1299176	1206514	1083847	1016994	1145842	1189931	1198961	1167016	1156075	1213619	1209890	1199263	1294258	1368527	1141520	1105452	1061978	1130882	1158757	1085246	1080808	1129250	1070627	1079260	1133955	1198806	1071810	988545.3	1020368	1105281	1114255	1093341	1140854	1202334	1115008	1037807	1067343	1076634	1011774	914501.3	1025712	1109216	1121550	1088400	1110663	1132980	1117511	1110818	1057429	1093614	1023676	946896.4	1106610	1203544	1217616	1170549	1175432	1173738	1139639	1090867	1086532	1152745	1022033	976260.1	1139273	1326047	1359751	1306162	1282071	1331623	1202533	1176016	1155611	1193110	1120825	1056190	1154226	1284306	1279804	1216424	1357012	1277494	1199340	1216011	1210865	1302685	1146889	1132280	
6375	1221999	1296807	1246761	1234480	1315561	1358987	1304869	1149373	1295068	1206846	1082918	1015477	1137858	1184693	1204628	1162508	1176236	1214299	1220271	1201380	1293387	1361724	1142923	1105963	1056696	1133337	1149617	1084221	1079309	1134661	1079644	1082872	1127753	1214285	1068372	987703	1015981	1099345	1109563	1087206	1142877	1201490	1124896	1040271	1063580	1071975	1013632	912024.7	1013912	1102479	1123420	1075737	1108210	1132295	1106118	1104579	1066134	1090481	1022562	955723.7	1103137	1205150	1217320	1163554	1176835	1168414	1141722	1086846	1077331	1148825	1024651	979477.6	1155207	1325562	1350094	1307943	1296569	1330659	1201959	1170728	1161289	1191186	1120198	1056040	1161689	1283236	1282431	1218463	1352001	1265044	1192570	1221394	1210108	1295894	1147079	1124126	
6395	1229370	1297815	1242447	1234815	1325318	1358994	1312830	1154524	1299000	1202052	1076145	1015370	1134978	1197396	1194038	1158635	1190167	1231779	1243943	1204792	1292657	1362604	1144480	1118923	1057038	1127760	1155152	1080174	1074758	1130088	1084541	1075982	1126010	1205532	1067194	989322.1	1011349	1099759	1117740	1085087	1136100	1200936	1141242	1041713	1069193	1072287	1017474	917474.3	1011934	1110420	1125031	1080275	1100769	1134222	1114790	1100951	1066206	1102753	1014156	939693.6	1108211	1204014	1220021	1157284	1176029	1172975	1139504	1089309	1084053	1148572	1024854	974594.3	1147098	1322757	1349341	1314453	1311267	1324650	1201425	1174815	1142650	1193823	1123324	1047395	1164281	1293090	1276984	1218006	1356276	1269456	1196568	1213735	1194422	1296281	1151507	1130756	
6415	1224288	1296834	1242750	1234002	1321219	1341335	1311218	1153869	1298368	1209584	1075967	1020288	1130544	1191360	1195811	1156152	1189913	1239415	1243680	1193848	1291204	1362377	1139670	1105420	1060675	1125823	1142610	1084550	1084895	1123750	1091385	1076800	1131975	1203506	1062793	990396.7	1015205	1104684	1109257	1082489	1140202	1191655	1139608	1036222	1067809	1079877	1013291	915650.3	1005339	1107633	1121161	1076081	1100822	1133975	1114460	1105251	1056794	1096229	1018481	949614.1	1103476	1199160	1223819	1158215	1171711	1172477	1137784	1086663	1083185	1158262	1022815	974923	1140340	1318961	1352086	1320127	1338431	1324684	1210616	1176640	1145827	1185093	1116793	1055217	1155334	1289561	1274234	1213685	1351976	1260458	1197052	1210510	1202950	1289513	1136900	1128191	
6435	1222205	1302080	1242048	1232583	1317070	1340717	1312145	1155606	1295346	1199017	1081944	1016280	1134566	1199519	1195279	1155006	1197748	1239954	1244255	1207546	1292479	1352688	1147662	1104878	1057838	1118030	1141808	1075825	1081082	1125136	1099459	1077223	1126244	1203622	1062844	986959.1	1016418	1100554	1107772	1083879	1130543	1190504	1136373	1039958	1070221	1076596	1004861	915879.9	1012376	1102387	1118623	1083564	1098995	1128485	1102078	1089923	1046151	1103208	1014797	950747	1099227	1195781	1228449	1157846	1170946	1167711	1142513	1094037	1083512	1145194	1018675	978568.9	1140780	1314589	1343902	1310518	1343459	1310797	1206152	1194666	1146010	1192341	1130256	1057207	1153088	1301133	1282278	1222007	1350402	1264968	1189854	1211100	1195072	1289998	1151974	1123772	
6455	1213893	1296561	1248129	1220680	1317774	1335426	1318126	1148307	1291466	1205304	1084489	1010834	1132501	1191394	1182874	1147432	1192177	1244207	1250940	1207976	1288419	1351913	1136031	1106585	1058436	1129969	1143846	1084179	1081736	1120634	1113443	1079164	1126828	1202014	1056606	979710.9	1011775	1106161	1129032	1078016	1131271	1191226	1150630	1044651	1069005	1084181	1014688	916790.3	1004272	1111415	1124322	1078547	1105512	1131298	1115769	1097007	1064398	1097824	1017506	946463.3	1111842	1206682	1239404	1151152	1166236	1163696	1147633	1098678	1082019	1149058	1018994	985672.9	1151538	1312430	1350824	1290531	1328336	1308379	1207278	1217781	1150128	1188370	1120991	1061124	1158326	1289997	1279407	1209167	1347557	1270705	1194230	1216167	1199373	1293658	1155677	1124421	
6475	1220557	1307690	1256686	1222131	1313484	1330278	1308709	1156742	1293530	1196997	1080859	1020471	1127381	1206941	1205370	1147378	1190915	1239426	1243680	1215980	1292721	1350362	1134169	1105357	1065486	1125561	1151105	1078736	1082370	1127148	1117716	1077671	1128296	1200359	1063893	985684.6	1014370	1098147	1121451	1081390	1132543	1193112	1143941	1039436	1063498	1078516	1013523	915700.7	1019055	1111029	1119589	1089130	1126958	1127689	1112018	1091957	1054225	1098313	1014400	943391.3	1094371	1199462	1237191	1146029	1158297	1165545	1151466	1084813	1077602	1140399	1026173	981222.4	1140254	1314878	1355685	1298199	1332571	1309030	1207574	1211084	1148719	1197981	1120174	1061758	1157962	1296992	1284327	1213727	1342375	1268173	1199026	1211085	1198205	1291557	1141679	1128747	
6496	1214613	1298251	1252558	1234884	1308422	1331912	1310263	1146429	1299759	1200543	1083960	1031069	1122843	1199021	1199917	1141077	1181086	1236232	1241108	1225004	1291525	1350976	1139788	1113191	1065998	1123182	1142431	1087110	1078362	1134941	1114447	1077306	1124857	1206326	1063183	985646.4	1010678	1110096	1119244	1081615	1121902	1189093	1137292	1038765	1061037	1107239	1006845	910671	1005745	1112538	1108993	1111567	1146449	1114135	1113187	1084757	1065944	1096304	1020636	950324.6	1101605	1193841	1254929	1139387	1157743	1160608	1146820	1092020	1078733	1148508	1034483	974366.6	1152226	1312567	1348216	1295086	1327771	1305492	1211653	1210187	1157309	1194119	1123826	1065269	1151440	1297459	1280386	1212719	1338127	1265910	1196962	1205379	1195341	1285597	1137632	1132761	
6516	1214506	1297628	1251557	1235121	1299102	1329940	1311047	1170319	1303369	1209886	1080987	1015314	1132263	1191567	1193360	1130878	1182562	1236293	1244353	1224015	1292699	1350245	1145554	1101015	1062171	1123778	1139811	1090259	1081185	1121786	1113922	1082009	1136690	1203579	1066828	983995.9	1028364	1102423	1130951	1086790	1125433	1182719	1133397	1041378	1079528	1112713	1017024	918029.7	1018573	1106800	1121825	1114038	1141660	1134370	1104590	1085111	1088385	1097326	1011720	950796.6	1092473	1198687	1247101	1139154	1153776	1166763	1139016	1087911	1087733	1155045	1022058	982002.4	1143389	1302662	1346092	1298570	1326662	1302168	1196430	1202474	1179332	1195639	1109890	1062622	1152250	1297199	1286346	1222483	1330187	1291869	1190211	1211504	1202408	1291691	1153675	1131197	
6536	1217347	1300502	1257198	1251276	1303300	1326296	1313839	1156701	1294525	1210688	1080564	1023137	1117148	1190523	1196352	1138547	1181244	1235615	1233185	1221234	1303589	1347808	1133902	1111702	1057058	1120592	1139922	1086567	1076041	1128926	1113303	1084554	1129111	1204350	1058129	987155	1019797	1102773	1144278	1102084	1126329	1185069	1141491	1038461	1064474	1111990	1009259	910560.3	1008241	1112469	1122738	1127639	1136026	1127425	1102898	1084403	1081734	1107623	1014233	947768.1	1093556	1189984	1255694	1145946	1152626	1170585	1150123	1092973	1081439	1147057	1025531	984997.7	1142261	1311269	1348070	1291470	1310199	1306812	1208695	1199991	1184584	1195737	1110610	1064670	1154551	1297147	1277589	1251243	1326391	1304239	1194552	1201871	1197009	1291828	1148884	1125842	
6555	1215121	1302979	1246513	1270339	1297127	1319907	1310508	1157960	1297824	1206917	1081366	1018490	1122165	1185983	1201408	1145573	1172532	1237393	1239491	1219642	1296221	1344830	1139177	1106170	1062409	1118353	1142144	1110670	1086180	1131369	1112340	1069454	1134347	1204045	1061876	991923.9	1025994	1105660	1134599	1128148	1123103	1190051	1131596	1040702	1067406	1108623	1017240	919994	1009231	1107942	1115500	1128672	1141346	1127210	1105810	1090178	1086469	1116162	1013794	943727.3	1100235	1193208	1251330	1146648	1141574	1171199	1140994	1087669	1081066	1148795	1032292	982648	1145251	1302332	1349558	1298687	1305087	1302921	1207273	1208992	1198982	1188792	1120339	1063650	1156275	1290766	1276602	1259717	1319403	1313947	1191511	1202356	1198042	1288988	1148745	1131721	
6576	1217252	1303732	1241767	1284978	1293741	1320927	1290247	1153380	1295866	1215311	1088879	1023933	1115208	1181081	1205620	1131376	1167397	1232306	1229951	1215395	1296114	1350249	1136108	1104491	1062131	1119799	1132600	1133175	1083874	1155021	1109311	1076360	1133447	1207292	1064060	986454.1	1026354	1108599	1139882	1129116	1114607	1190046	1131197	1028389	1072361	1106525	1008069	916548.6	1013411	1102587	1120988	1127086	1124382	1132353	1104213	1083227	1080309	1101623	1017729	945381	1097488	1190911	1257101	1145486	1143395	1169657	1144331	1088097	1084377	1145895	1027907	977386.3	1140643	1288988	1355404	1294204	1305665	1303421	1206188	1201245	1191054	1183664	1120631	1061336	1159299	1294650	1274823	1266887	1320791	1310950	1196616	1204780	1195851	1289233	1149457	1138078	
6595	1211563	1304554	1253956	1270938	1293813	1318671	1298301	1146938	1305021	1215013	1082810	1023420	1117507	1189213	1212146	1138211	1161442	1234163	1226139	1214832	1300400	1346628	1136834	1104230	1056890	1126465	1142496	1125513	1115483	1167538	1113452	1072397	1130371	1201202	1066305	991695.3	1029543	1095082	1140552	1136252	1118136	1192884	1125179	1038626	1070226	1101775	1012870	924485.9	1013688	1105244	1118255	1126092	1132679	1155574	1110954	1087010	1085916	1104055	1014570	945190.6	1095339	1192482	1254212	1139975	1147530	1167623	1143475	1087334	1083745	1151606	1022092	985894.9	1140240	1295182	1344316	1294349	1313361	1302983	1195127	1200534	1183811	1194617	1112355	1063478	1159535	1291505	1284476	1264836	1323558	1321360	1190701	1205707	1204039	1294906	1139504	1144406	
6616	1208034	1302901	1254000	1288868	1279128	1323633	1297708	1151108	1308529	1198334	1089740	1016239	1130340	1171400	1218248	1129311	1161901	1232923	1217902	1221708	1305819	1341923	1133606	1105674	1061963	1121873	1130978	1125975	1117536	1176025	1107914	1067172	1128963	1197636	1064816	983412.3	1029836	1102710	1127839	1127779	1112412	1193260	1113250	1031105	1069142	1103756	1006750	919412.7	1011564	1096352	1124300	1119147	1127446	1173773	1103375	1086892	1085549	1106322	1012923	940706.3	1089485	1183091	1251946	1136260	1137203	1168891	1142059	1080548	1088424	1151244	1013388	980029.6	1141175	1294831	1359467	1282061	1297639	1302039	1202032	1199937	1184553	1189474	1115907	1053961	1155208	1289305	1282884	1261929	1311916	1314814	1189398	1197280	1196494	1294460	1142087	1141410	
6636	1209143	1299586	1250777	1275990	1283166	1323763	1294260	1155149	1314790	1205787	1090624	1016500	1115525	1178129	1215223	1120275	1156846	1231595	1218558	1212151	1280993	1342290	1141857	1101274	1057256	1122022	1133236	1127545	1116945	1181674	1098728	1071831	1131473	1203323	1061546	983350.3	1028401	1096406	1133486	1128705	1113080	1203831	1111649	1030264	1070193	1103280	1012070	914358.7	1015851	1101472	1131239	1113182	1127320	1174133	1108254	1085470	1083705	1101632	1017129	941944.4	1090133	1178097	1245835	1135953	1136532	1177921	1143714	1085534	1081369	1148674	1024410	978080.1	1145507	1289722	1356190	1278871	1292478	1299301	1210984	1195220	1182313	1196604	1109811	1054352	1150511	1284636	1286174	1257309	1312872	1308182	1194262	1200900	1200163	1285563	1142859	1132915	
6656	1211149	1304031	1245113	1276986	1272568	1327438	1288815	1146362	1305868	1203652	1089612	1017981	1126135	1173513	1226644	1130360	1146306	1226870	1211128	1210183	1287756	1346552	1140100	1106410	1067705	1121646	1142538	1121827	1103897	1173855	1093001	1067820	1128509	1196606	1060722	993955.7	1032393	1086896	1138790	1119106	1109304	1224622	1118231	1033129	1069502	1104747	1011396	914474	1006932	1106662	1132127	1114722	1114873	1179328	1098970	1088589	1076445	1097969	1007111	943396.7	1087212	1184233	1239124	1140104	1139015	1177558	1139327	1082463	1085779	1147681	1023207	979881.3	1146429	1281001	1365967	1273368	1286264	1306846	1199730	1184812	1182730	1183804	1106880	1061620	1152480	1283949	1289781	1252202	1311733	1313080	1187547	1201788	1193339	1285950	1143982	1139521	
6676	1207345	1293789	1256438	1273362	1271812	1321274	1289624	1150412	1303195	1212926	1085079	1016970	1113376	1171456	1229227	1123481	1152647	1222296	1213521	1204457	1294319	1347505	1141436	1092630	1055409	1127447	1131954	1118131	1106925	1166339	1092279	1071655	1122734	1194813	1067820	989992	1033735	1089277	1132974	1112651	1115767	1238750	1109306	1042799	1073222	1093591	1018816	913030.1	1002648	1098072	1146044	1102810	1112388	1168098	1106445	1083808	1072266	1107210	1014814	940323.9	1092660	1178805	1242227	1137474	1139618	1198070	1134856	1082090	1085860	1143334	1022273	984102.4	1149158	1282462	1368228	1268769	1274773	1296459	1198774	1182276	1173340	1193482	1110959	1053135	1156587	1284032	1295480	1241526	1307595	1301832	1181358	1186781	1194728	1282962	1139027	1146626	
6696	1217163	1300766	1259873	1272829	1271531	1329495	1291724	1141240	1310443	1207724	1083466	1019132	1111678	1162172	1229516	1121838	1156890	1229650	1209566	1201032	1296639	1348924	1135425	1104758	1065411	1126506	1139387	1114129	1104301	1169045	1091620	1073523	1126594	1207804	1057108	983022.3	1027862	1082365	1134119	1118615	1110559	1241343	1100837	1049967	1077346	1095647	1010850	912310.3	1011132	1101666	1136143	1097256	1110140	1167940	1107929	1082899	1077065	1095223	1007740	935202.9	1093825	1182088	1237344	1141074	1135605	1211375	1136006	1091920	1086807	1144940	1019541	974517	1148707	1279310	1385291	1264025	1280214	1302125	1199870	1178325	1176193	1195259	1112931	1054444	1157070	1284555	1295489	1241057	1306008	1305557	1185788	1206004	1200114	1282694	1138704	1138841	
6717	1209870	1296755	1258221	1264795	1274167	1329496	1289375	1148083	1303312	1226986	1079208	1024330	1115782	1175239	1230054	1120339	1151348	1224811	1208458	1196382	1295605	1342786	1136356	1104401	1067457	1125133	1146802	1118055	1107586	1163118	1080987	1074789	1131630	1211560	1064567	984686	1032892	1086377	1137120	1117599	1103336	1232869	1108351	1037399	1067344	1090372	1007367	916576.6	1013606	1098012	1137646	1104632	1108720	1170657	1099705	1085925	1078048	1096911	1005521	942187.1	1088045	1181700	1241897	1139161	1137930	1211412	1135115	1080484	1087751	1140675	1018562	978067.1	1137409	1281753	1390712	1263887	1285400	1299285	1191325	1173194	1175429	1196377	1108060	1060807	1155033	1274420	1293682	1234248	1304588	1297805	1181909	1200208	1195035	1282296	1139165	1145315	
6737	1204785	1297914	1257553	1258769	1260751	1330314	1292984	1142304	1308001	1217235	1086191	1042777	1105853	1160159	1219562	1116971	1143146	1213145	1196908	1190092	1292795	1349094	1139106	1102813	1077765	1116597	1146323	1097353	1093380	1154808	1077632	1094010	1149556	1201542	1072465	982383.3	1028555	1092404	1136498	1102694	1109612	1227704	1094975	1047035	1079010	1087628	1016890	914033.7	1001647	1100218	1147377	1102809	1112808	1166826	1109886	1079634	1070610	1094638	1010236	942748.1	1091146	1173949	1231712	1132516	1134803	1201229	1135529	1082735	1092822	1142044	1017134	978288.3	1152164	1271976	1395512	1260750	1280808	1294135	1200546	1173459	1174708	1185165	1109601	1057862	1160715	1268699	1301142	1235360	1297666	1288663	1184905	1189100	1202587	1284643	1142819	1134883	
6758	1210505	1286735	1265233	1248506	1278776	1330047	1287970	1154596	1303240	1220287	1077845	1023049	1119615	1165165	1223902	1120629	1142026	1219450	1196886	1190327	1300759	1348683	1129634	1109859	1073888	1123298	1145232	1100440	1096808	1151976	1077442	1096827	1166485	1201637	1091087	987432.3	1025594	1083538	1135018	1105204	1115699	1224832	1107711	1056457	1087957	1086730	1010442	909327.1	1007640	1102885	1139803	1090306	1100545	1166063	1126721	1083699	1073854	1095690	1014706	949475.6	1084412	1170248	1235661	1127944	1133217	1209905	1133831	1098402	1091952	1151314	1018703	975073.7	1147631	1276715	1391457	1256478	1271374	1296531	1203989	1176273	1176569	1203179	1105857	1054362	1155246	1271863	1294788	1230383	1299943	1285453	1195042	1196343	1197502	1285499	1144943	1134464	
6778	1210920	1288691	1259774	1243774	1263561	1352762	1282010	1153330	1309620	1227623	1092503	1027983	1115688	1156538	1223029	1117401	1132538	1211169	1195987	1198523	1297751	1345452	1141932	1104957	1070309	1128478	1155243	1097077	1097347	1147691	1086507	1105066	1170470	1206392	1094238	989889	1027450	1070973	1125204	1097201	1118395	1226358	1100010	1062398	1105702	1086784	1009995	914406.9	1007833	1098371	1146724	1077650	1095884	1157866	1133810	1080406	1066522	1096692	1007913	946529.3	1080137	1177587	1229092	1130056	1135417	1208886	1132980	1087454	1094959	1141532	1023994	972772.9	1144541	1270660	1387823	1259785	1271023	1294796	1193788	1164150	1167472	1192796	1100683	1054515	1159310	1267084	1302625	1222594	1310792	1288588	1188779	1202832	1202832	1279692	1139971	1137544	
6798	1213006	1282236	1258984	1246042	1262618	1347108	1280657	1139833	1310700	1219808	1085673	1022587	1111634	1156109	1218780	1112853	1143057	1211306	1212034	1187205	1303399	1342643	1145466	1107450	1079122	1128245	1159067	1088543	1086356	1148782	1075408	1098662	1162201	1207575	1099363	981728.9	1012509	1083341	1124859	1092939	1141198	1216651	1110724	1062742	1106975	1080073	1013073	912800.7	1010654	1106076	1141344	1086846	1105147	1151041	1128049	1083764	1069003	1100854	1019812	938727.1	1087073	1183752	1232705	1113945	1137326	1204768	1141617	1094765	1084376	1147187	1029156	980889.3	1154286	1271484	1398267	1259673	1273962	1290761	1200557	1187985	1165379	1198751	1104912	1049828	1155464	1270868	1302324	1223223	1304871	1285960	1177019	1198226	1199836	1291998	1140160	1137733	
6818	1210899	1278655	1266206	1242773	1269733	1362207	1283948	1147315	1303500	1227646	1085327	1025370	1114395	1164407	1219057	1115994	1141447	1208483	1206691	1199357	1320413	1343862	1137730	1106955	1075812	1126579	1162236	1096919	1090458	1142065	1075128	1102844	1162726	1204782	1098144	986804.6	1024780	1069843	1128514	1076504	1140362	1221617	1109375	1068818	1098752	1073453	1010416	916028	1004974	1107924	1148563	1079597	1096423	1148932	1142184	1082028	1063155	1097882	1004012	939339.4	1090300	1174340	1233089	1121552	1135497	1196963	1131358	1091574	1089284	1141661	1019127	977589	1157424	1279098	1392774	1256521	1272092	1295112	1221683	1163638	1160787	1205203	1107228	1048437	1159855	1260498	1300559	1217528	1308663	1295043	1188492	1199184	1202166	1283488	1146947	1129904	
6838	1218746	1278437	1265937	1229265	1269507	1370350	1287974	1154641	1309093	1217149	1077256	1021449	1120658	1163572	1212991	1105877	1142736	1208976	1204978	1196086	1335366	1341388	1146795	1097933	1079210	1122207	1154694	1090626	1080967	1143395	1076957	1102374	1166460	1195985	1090286	982073.3	1022831	1075736	1127036	1090369	1141809	1217561	1105301	1065180	1104985	1076817	1014899	913631.4	1016515	1107392	1145836	1079145	1097260	1143799	1136394	1086269	1063013	1089829	1010072	946765	1084701	1180718	1217073	1125155	1162999	1197689	1132652	1077571	1093907	1145552	1030275	973518.3	1151309	1271545	1385264	1260602	1275151	1295415	1242173	1163910	1159138	1198809	1109949	1051782	1157605	1264372	1307303	1218080	1323760	1267529	1191068	1191304	1196453	1290634	1152612	1129587	
6858	1221341	1283637	1263023	1231546	1281857	1369769	1286382	1156573	1305127	1214643	1074167	1027018	1110497	1156174	1218625	1120101	1141574	1209907	1195674	1192032	1335319	1353905	1136565	1102276	1075506	1128037	1159353	1082154	1084267	1126801	1079127	1093288	1163084	1200941	1092164	984900.6	1021607	1079496	1120293	1078486	1138254	1204220	1110241	1060698	1099359	1088107	1008145	915786.7	1013448	1100197	1134614	1081741	1101636	1147416	1134426	1079897	1068821	1090731	1009061	943058.4	1098822	1175855	1223144	1128979	1181865	1187657	1145586	1082814	1097635	1147579	1021367	971247	1156633	1283136	1383207	1248529	1267571	1299514	1240778	1168784	1163608	1211709	1105998	1047107	1160943	1268465	1302683	1213160	1339703	1272702	1187404	1191672	1202659	1283366	1139921	1135190	
6878	1216209	1275713	1277394	1224816	1298937	1359565	1286337	1147640	1304292	1219144	1074312	1020716	1112708	1148911	1207776	1139094	1146204	1213116	1210098	1192075	1328801	1349266	1139092	1102272	1085441	1123243	1162554	1084779	1091053	1134299	1073164	1102299	1161153	1211001	1089315	982119.4	1014583	1071252	1124222	1075035	1146143	1206169	1105362	1064056	1091566	1078297	1012190	913741.6	1010428	1101235	1141695	1074016	1108904	1147880	1131765	1085983	1067957	1086758	1009426	944126.4	1092965	1186997	1221029	1119991	1191962	1191893	1137572	1089801	1094369	1142240	1023065	971964.3	1159932	1295644	1377409	1252410	1279811	1302230	1239216	1168776	1154946	1207237	1107663	1049742	1154616	1261580	1301153	1210916	1349932	1266661	1183818	1194459	1205320	1286300	1137377	1133578	
6898	1221273	1278625	1274910	1228851	1299362	1367661	1287933	1150280	1307048	1214275	1074039	1021723	1115211	1153345	1201268	1146423	1143299	1207892	1202458	1187400	1333575	1345323	1136430	1098527	1077494	1124436	1157956	1084314	1086703	1138309	1079785	1099803	1165001	1228386	1088121	989695.9	1018072	1076542	1125995	1085258	1149213	1201250	1111424	1056439	1095188	1081362	1011604	911241.4	1012192	1104810	1137598	1080289	1098048	1143589	1120034	1082308	1056378	1093136	1008269	948244.7	1094971	1178641	1217784	1126277	1185358	1190021	1132069	1088737	1087529	1150000	1023887	968152.7	1163752	1303896	1373558	1249414	1275987	1326787	1231257	1155556	1152470	1213860	1111121	1050625	1161716	1266083	1298044	1209752	1352490	1271132	1187259	1199198	1206476	1287929	1142172	1132150	
