Time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
15989	1147150	1221462	1171552	1190000	1204108	1234589	1207039	1069181	1211938	1133579	1016229	954709.4	1062675	1087284	1145743	1058448	1111744	1139048	1142274	1127396	1214821	1277381	1063955	1034768	1006835	1049936	1069769	1050636	1044093	1048151	1034164	1003835	1065283	1148551	1012856	924675.3	960384.4	1013690	1052648	1021547	1075700	1112292	1041269	988686.6	1001226	1026806	948802.7	858191	939703.7	1035362	1062023	1015895	1071496	1056947	1043073	1011537	984420.7	1021456	947211	880291	1012610	1113388	1151744	1065217	1066694	1091353	1068023	1044887	1036133	1084046	960294.1	911928.7	1074586	1229002	1299999	1183492	1242100	1218769	1118891	1086560	1071590	1118614	1037341	981460.6	1084819	1186494	1204267	1131999	1255067	1190066	1124234	1116117	1128204	1205476	1079524	1054329	
16009	1148196	1211991	1173048	1188094	1204820	1238617	1208069	1071268	1213714	1129730	1016428	957680.6	1062918	1086981	1137976	1052520	1117270	1129139	1131501	1129412	1218163	1272473	1067596	1039297	1004949	1041492	1062116	1046808	1042734	1047035	1033690	1003455	1057431	1157729	1015763	926482.9	966836.1	1013458	1051099	1016969	1090635	1116907	1040403	979001	998615.7	1029328	946329.6	861896.7	940328.7	1025481	1062155	1017892	1073350	1057914	1030840	1011174	983720	1019758	940564.4	886147.9	1013618	1111466	1147522	1054822	1077107	1091234	1069502	1040638	1051256	1084407	962617.3	914328.7	1077813	1224219	1288138	1171892	1242868	1241384	1124676	1086017	1079187	1115678	1042561	978547.9	1082234	1184339	1201809	1134243	1250467	1187299	1119910	1119355	1126232	1214231	1082698	1055402	
16029	1149377	1211819	1168052	1185307	1201588	1237815	1217470	1070451	1220360	1132073	1018053	954857.7	1064995	1089813	1133733	1049853	1107536	1127019	1137975	1131216	1215422	1265451	1065606	1025314	1004866	1040828	1061219	1040533	1036777	1058334	1039862	998809	1057409	1156929	1017061	925679.9	958580	1010912	1048299	1013841	1082685	1131092	1064785	973345	996472.9	1031926	946152.1	859520.9	948454.7	1028184	1064327	1010060	1066334	1057492	1032909	1016193	989136.3	1022834	949693.6	881629.3	1026834	1100152	1142695	1052566	1074945	1085432	1067173	1030739	1043755	1095146	963035.4	912210.4	1071180	1222246	1286422	1179799	1235817	1260275	1122661	1086363	1078323	1113988	1044198	983091.3	1080281	1197598	1195330	1130583	1251797	1186078	1116630	1118276	1145723	1200432	1076236	1056482	
16049	1150130	1213627	1166474	1169601	1194137	1236579	1218218	1064783	1220042	1133201	1018719	948275.6	1059887	1080389	1128846	1046081	1110978	1132099	1129123	1112822	1218947	1268424	1068355	1026115	1001840	1040404	1060214	1043926	1037304	1047149	1027146	998746.3	1054315	1145757	1014987	919784.4	958187.1	1014471	1039887	1005308	1075627	1150195	1064214	968946.3	997324.7	1023928	943551.3	861314.7	944158	1026541	1065769	1011081	1062418	1048669	1031462	1012505	986225	1021675	945331.9	877225.7	1020245	1112043	1140913	1051543	1072068	1090176	1069193	1032223	1046644	1089727	954169	915476.7	1073109	1211116	1287534	1182397	1239615	1262387	1125939	1088931	1091003	1116076	1043478	980867.3	1082123	1181689	1203767	1135346	1243675	1189755	1125745	1114736	1150733	1212236	1077215	1054676	
16069	1138442	1218666	1172712	1171929	1195687	1239373	1224619	1067560	1221176	1132086	1016922	954526.4	1060744	1083204	1127006	1044081	1102928	1134406	1137682	1115185	1216207	1274455	1073180	1033703	992797.9	1049776	1066347	1037311	1033074	1049473	1029993	1003257	1061622	1145607	1011657	917431.4	952036.9	1003349	1040794	1010289	1075825	1156350	1058461	963772.3	996245.1	1020253	941310.7	862474.6	947553.4	1028820	1067485	1016743	1072193	1057491	1031086	1010892	989673.1	1015199	943505.1	883787.3	1011203	1103775	1136747	1051466	1069083	1094681	1062914	1026491	1042263	1093272	954644.9	921436.6	1084357	1213151	1278846	1181824	1236391	1251826	1127595	1086786	1078325	1119242	1043922	977653.4	1082625	1187696	1200251	1134898	1247015	1199463	1120903	1116785	1144191	1206251	1078240	1058262	
16089	1152937	1215258	1163162	1170823	1191050	1235610	1228225	1073824	1215403	1131992	1012700	950439	1053977	1079562	1124111	1037714	1103496	1131381	1130279	1125537	1216133	1265076	1065332	1030417	990592.9	1044502	1066855	1036526	1025275	1059932	1025681	1008036	1053947	1137219	1011534	926843.1	959657	999719.9	1034337	1007692	1075057	1151065	1064085	963212	1002600	1019576	954913.9	857239.9	942037.7	1028867	1061999	1009500	1059348	1064570	1038983	1006621	988676.6	1022671	940365.1	882286.6	1021485	1105186	1139597	1051324	1071930	1093044	1065929	1025171	1048574	1088195	953443.9	909325.3	1089970	1219471	1270371	1168732	1229905	1251835	1125194	1091845	1078665	1126185	1037313	983113.7	1095075	1183993	1200633	1142609	1241657	1222687	1119783	1113590	1146546	1203675	1077960	1060318	
16109	1145344	1208772	1160978	1169921	1192307	1245089	1233238	1081066	1213710	1125740	1014444	951046.9	1056460	1085300	1120139	1044450	1091738	1133994	1131339	1114830	1224827	1266723	1066157	1026908	988057	1053220	1057109	1025831	1023734	1079352	1025988	1004502	1060744	1131415	1009281	918704.7	957664.7	1019525	1042163	1013735	1078494	1157108	1058758	967824	1003883	1012082	941491.6	858897.1	939400.4	1027307	1065694	1008565	1055988	1055691	1034331	1009489	990119	1017209	939278.9	879787.7	1024086	1107289	1134755	1075932	1086507	1104105	1067733	1011995	1052065	1089713	950858.9	908789.1	1089192	1211104	1280246	1176675	1228977	1250439	1122678	1088370	1078546	1117276	1039250	978244	1088342	1185015	1199668	1160588	1234361	1234291	1109542	1123703	1141652	1206904	1074118	1054304	
16129	1144731	1211095	1166927	1169910	1194838	1257711	1234563	1075458	1223248	1133923	1008751	949603	1062056	1086998	1124830	1048750	1097987	1143312	1133611	1119223	1219947	1270794	1071002	1029998	992227.1	1048011	1060930	1034225	1020465	1100598	1024695	1001946	1059819	1129051	1002343	921725.3	955196	1016775	1033893	1015551	1060796	1151535	1059279	957506.3	999883.7	1012157	954726.1	864337.9	940132.3	1023623	1065367	1008598	1054857	1055686	1034499	1004882	985265.3	1024557	933929.7	879558.7	1025791	1102857	1133119	1091081	1109633	1101934	1067719	1016921	1042449	1091827	957481	910767	1086145	1204897	1274498	1185930	1232220	1252688	1122073	1089580	1083414	1111808	1047416	978137	1089195	1181987	1190945	1163927	1243634	1235187	1110925	1112947	1141937	1205054	1073587	1064541	
16149	1152190	1203014	1162157	1167388	1205494	1257897	1234907	1074473	1211432	1128087	1009691	949852.7	1067662	1079473	1116820	1049949	1092184	1136810	1132225	1115547	1208844	1267595	1069953	1032399	987708.4	1052146	1065059	1027234	1016303	1101351	1010703	1000215	1059932	1128683	994939.4	924263.9	948846.9	1012529	1035011	1020095	1065945	1148410	1053114	963093.7	992151.4	1005465	939415.4	857942.6	942050.4	1018025	1063547	1013172	1051169	1062770	1030367	1010014	996299	1023886	942921.7	881449.9	1013321	1102232	1129028	1100514	1107980	1092042	1069518	1013594	1041104	1082181	956533.9	914866.1	1086164	1214291	1264718	1221472	1217266	1255727	1120446	1091725	1076570	1108190	1041632	978914.6	1083687	1190627	1196183	1182345	1236707	1238364	1117717	1110507	1144805	1209640	1076757	1052558	
16170	1150861	1206474	1165199	1163181	1217744	1278777	1228408	1076697	1213269	1131007	1008763	949387	1070742	1076087	1118019	1049942	1091022	1140446	1132467	1112122	1214427	1259034	1071223	1030817	989419.4	1051475	1064804	1030305	1014642	1093118	1009880	998201.4	1051882	1127623	998732.4	917351.6	952154.6	1005134	1030299	1017680	1059751	1149002	1052720	971365.3	1004192	1012593	944457.3	854322.4	944025.7	1026056	1063664	1011524	1049532	1064968	1034977	1006453	991162.4	1017307	937285.1	882179.3	1014362	1103275	1137013	1093310	1096075	1105192	1075131	1013656	1037061	1082978	956416.1	916721.6	1089140	1202048	1271500	1234084	1210549	1252222	1125108	1081416	1083098	1106047	1042004	979737.3	1088605	1179306	1196961	1177855	1232339	1234068	1119495	1113691	1146622	1207182	1076724	1056694	
16189	1149462	1200807	1167235	1160822	1226453	1280584	1228276	1075151	1215608	1125580	1009509	950082.9	1061947	1083165	1114995	1047444	1081480	1141822	1134106	1122681	1211265	1267470	1066436	1030922	995235	1049706	1062744	1030743	1015810	1100878	1009112	1001997	1050078	1125603	993338.9	919042.6	952950.3	1012194	1033427	1021881	1073153	1151755	1052880	963834.9	1004105	1008084	947135.6	858910.3	945467.3	1034143	1053663	1015851	1043438	1084089	1031977	1016036	1001513	1015305	939210.7	885349	1021977	1101876	1129465	1101081	1113000	1098871	1063688	1021691	1034582	1081663	947827.7	917324.7	1092782	1202472	1264933	1230738	1208512	1251384	1131101	1080865	1074461	1113897	1042365	981551	1086618	1173821	1195716	1174850	1234278	1234191	1110576	1118029	1143085	1200566	1075650	1054559	
16210	1147752	1199073	1173504	1159386	1221909	1288341	1228023	1073737	1218797	1122384	1014503	944750.1	1065945	1084927	1116912	1050823	1080720	1142949	1131928	1121801	1210058	1276569	1068741	1029613	989470.3	1064167	1077459	1019749	1016437	1093132	1008616	1002998	1056281	1123899	991873.7	919811	953162.9	1009625	1043597	1010710	1061379	1147763	1052740	964054.9	998913.9	1005058	942379.6	849341	944177.1	1030788	1067522	1018251	1046561	1103200	1028361	1013422	1015308	1015927	933624.9	891440.4	1020752	1106060	1138550	1088150	1104963	1120520	1065098	1011390	1030795	1077916	954234.6	917921.6	1094844	1201672	1264863	1224279	1207855	1252989	1131323	1087971	1083233	1117628	1052319	973280.3	1081825	1180510	1186491	1174475	1230457	1234330	1120840	1114961	1139359	1196571	1067909	1055188	
16230	1150806	1198349	1172662	1158314	1235389	1286559	1227516	1086660	1213102	1118791	1005574	953680	1066283	1085658	1125794	1071715	1075503	1160639	1124614	1115691	1214879	1270239	1066551	1032554	990832.3	1054141	1068451	1022199	1009802	1094710	1008377	1005232	1056377	1123826	1001185	910412.1	954483.6	1019842	1030764	1026013	1051136	1146650	1050900	966909.1	1000440	1003951	938895.9	857998	943325.4	1027863	1050545	1017909	1041609	1110841	1021471	1010540	1018897	1018871	936483	894828	1022818	1114865	1143977	1089901	1086793	1144729	1070481	1017227	1026892	1078707	951138.9	917189.3	1086869	1204273	1272148	1227961	1202073	1244784	1126830	1089411	1074582	1111248	1047326	974523.3	1084382	1184668	1186552	1167514	1230389	1236370	1113125	1120049	1141225	1200074	1074246	1062676	
16251	1144441	1195984	1164302	1161280	1224384	1283749	1221301	1069929	1233274	1133447	1014987	942509.7	1053942	1091247	1116378	1080560	1080330	1168266	1121634	1113485	1216836	1268666	1062437	1029241	985152.4	1051897	1069984	1023475	1012043	1090777	1004426	996329.9	1057826	1122974	995097.4	919816.7	946709.3	1008519	1042845	1063177	1053550	1146208	1044436	957676.9	1000966	1003427	946996.9	850932.9	936618.7	1028440	1053811	1002380	1042952	1104115	1039452	1012574	1012326	1018046	934729.9	887237.9	1017727	1106676	1136644	1088237	1092171	1145573	1062214	1010540	1023543	1083526	955822.6	913523.7	1087180	1204163	1274394	1232489	1192033	1236927	1131639	1085099	1080460	1117843	1048084	974172.3	1095131	1187474	1199183	1171275	1231606	1231650	1116929	1126162	1135621	1203973	1067593	1059162	
16271	1138393	1201759	1167737	1155804	1229789	1287763	1220391	1074081	1227865	1124336	1011494	947002.4	1053480	1084620	1119071	1081390	1068597	1172300	1126155	1120503	1216660	1259466	1059841	1024447	984167.3	1060169	1074454	1013790	1006782	1085473	994654.6	1000257	1060554	1129276	988772.6	924133	948511.1	1016247	1044272	1057712	1050161	1143438	1044988	963471.9	1017814	1003034	946585	853489.7	945844.7	1038585	1050553	1011889	1033660	1106018	1033552	1013052	1014087	1018870	944345.3	880868	1019262	1101811	1149255	1089630	1093158	1140441	1054441	1016157	1021095	1086432	954919.7	916795	1088460	1198689	1271275	1222646	1208057	1232166	1123066	1090104	1075757	1116009	1047146	969439.9	1088352	1178852	1204954	1170543	1221570	1221829	1118700	1115180	1123854	1201049	1074290	1053649	
16292	1147328	1197723	1171637	1156567	1226424	1281064	1218507	1067060	1230193	1129684	1009798	948643.7	1069033	1087902	1124151	1078984	1073231	1175309	1119998	1119154	1215557	1267386	1067078	1033217	981416.3	1055713	1080269	1020536	1003556	1086488	1008796	1002494	1076277	1127419	983790.7	914960.1	942439.1	1015849	1057151	1063789	1039448	1134389	1041486	964398.6	1023276	1003766	939448.9	859612	940720	1029412	1056692	1014884	1030062	1099264	1039816	1007890	1017473	1014399	941100.9	885974.7	1015115	1100819	1151408	1084202	1095075	1128864	1059590	1015957	1023135	1075927	957531	919056.3	1085667	1198882	1269308	1225915	1199744	1232901	1121126	1098093	1083429	1116769	1046306	977094.4	1082149	1185341	1201825	1169829	1227941	1221578	1107489	1119587	1131142	1204070	1070649	1052637	
16312	1146196	1191445	1177089	1154126	1228949	1276786	1221421	1071497	1216175	1124337	1009276	949357.9	1059953	1091717	1136678	1087837	1072351	1174492	1117475	1126035	1210901	1255945	1072043	1032586	984808.7	1058303	1078107	1018305	1005323	1079362	1000675	1002581	1087377	1136291	998422.6	922213.9	950325	1021710	1060328	1047826	1037322	1128141	1032788	966500.1	1031130	1005868	943536.1	855498.7	944583.6	1026133	1043803	1007457	1030929	1094773	1026328	1013310	1013938	1024352	945508.6	877783.1	1014407	1100656	1162310	1080712	1086909	1136640	1064395	1021218	1026932	1081503	957669.3	920846.1	1082208	1197999	1276706	1223333	1187854	1223976	1123578	1115232	1079921	1120489	1043907	978074.6	1078746	1183668	1202113	1163497	1228013	1215522	1116736	1120215	1121433	1209121	1069124	1051854	
16332	1141100	1185631	1178496	1158900	1221539	1268947	1219448	1071807	1223874	1130937	1013246	937404.9	1053696	1089248	1141449	1080701	1063629	1175622	1122018	1131686	1217681	1262685	1065244	1031379	982101.9	1053797	1091293	1019572	1002202	1076141	1003766	1008736	1091529	1123774	998825	924951.7	944889	1016616	1053645	1046998	1042242	1122933	1036241	973684.6	1030071	1002696	946875.9	855495.9	940825.7	1028727	1042330	1033649	1019513	1092997	1031281	1037861	1013442	1017288	938214.9	880583.3	1018215	1102537	1163406	1073296	1081700	1132285	1063512	1017236	1014386	1083590	953163	913471.6	1094810	1199043	1273236	1216384	1198345	1221362	1121931	1123204	1082804	1128848	1047245	980142.3	1084940	1190489	1210925	1165071	1235102	1208892	1110840	1122975	1129850	1208849	1066914	1050223	
16352	1137938	1198042	1178209	1155648	1212896	1266341	1216263	1063073	1226942	1121169	1014013	944790.3	1058169	1087269	1144572	1084663	1063991	1161537	1117850	1132046	1216185	1266938	1059776	1031310	975827.6	1059576	1080031	1013374	998155.9	1069713	1001104	1001670	1078318	1129479	999833.1	915404.4	946232.4	1019424	1067087	1047411	1038938	1117119	1039233	960130	1027516	997190.9	936540.4	856412.7	937624.1	1019637	1058452	1043954	1022312	1091802	1025455	1039393	1011030	1013902	941514.7	876279.9	1019710	1108987	1160160	1075282	1076040	1128439	1068150	1017838	1018540	1076987	960179.7	918233.7	1080260	1204833	1283791	1214868	1194747	1229376	1123064	1123098	1082223	1130628	1043125	976082.4	1087440	1178383	1196784	1156643	1248397	1203671	1105580	1114157	1124545	1207530	1073239	1052456	
16372	1141805	1198171	1181791	1155322	1209793	1260074	1214135	1074209	1223445	1126756	1015171	946778.7	1058068	1090182	1141555	1081868	1073620	1157579	1124951	1128959	1223363	1263199	1065416	1028698	989660	1058791	1080583	1016546	1000405	1065501	1005124	1008466	1090753	1119164	993324.9	921053.6	946175	1023036	1067570	1046270	1028274	1129398	1030193	968239.4	1026582	1015943	941035.6	854475.4	941595.9	1023552	1046038	1045575	1025326	1084430	1029062	1040502	1010151	1016934	947045.6	878926.4	1016717	1109001	1164559	1076356	1079193	1119023	1061053	1021005	1020406	1080202	953609	909280.7	1081344	1201819	1293784	1209582	1193768	1209306	1119050	1127471	1077629	1126730	1046487	975898.1	1098111	1185699	1199293	1148595	1264574	1200372	1106494	1122569	1129456	1205010	1072233	1057031	
16393	1135424	1198703	1186433	1165941	1213619	1254479	1209166	1073871	1220674	1127033	1007463	941446.9	1054772	1080822	1134880	1074571	1073749	1159993	1116045	1138164	1216220	1261113	1065785	1028809	989299	1049580	1077342	1011903	996228.7	1066810	1002571	1003363	1081130	1126195	991070.6	910032.4	945208.1	1014400	1065540	1047325	1038812	1122994	1023637	968204.3	1025166	1007865	942958.4	845180.4	944844.9	1028826	1057294	1050674	1026582	1075311	1028306	1036707	1010967	1014158	942186.3	882177.4	1014188	1106107	1166446	1071694	1070886	1109085	1050904	1012101	1019936	1073030	950246.3	916912.3	1083440	1201163	1300148	1198897	1192480	1213867	1120814	1115506	1078776	1133008	1049280	973140.9	1091870	1184399	1209308	1146834	1265336	1197190	1104301	1117653	1126437	1206592	1064797	1052589	
16413	1143335	1200066	1180861	1173910	1206962	1251604	1210840	1066054	1218907	1129413	1010380	944013	1052762	1087921	1142754	1072813	1066488	1154048	1116019	1144707	1214166	1262996	1060481	1022577	986529.6	1061033	1080922	1007977	992819.1	1063163	999829.6	1006141	1081570	1124453	990459.1	919783.7	934712.3	1024861	1059329	1038963	1036318	1114771	1028823	971949.7	1015409	1004095	948803.7	856343.6	942558.4	1035354	1055834	1045138	1026029	1071637	1033218	1031171	1005107	1011375	939241.3	873623.1	1013391	1111119	1173910	1071003	1066653	1109476	1061897	1014900	1024252	1071841	951486.3	911190.7	1079605	1211593	1311866	1191371	1181501	1212009	1115180	1121898	1081614	1131554	1039922	983194.6	1083321	1185161	1213419	1150716	1272843	1195049	1105619	1126484	1116781	1209094	1069032	1057351	
16433	1141411	1203321	1180178	1190889	1201195	1251830	1213578	1067646	1219524	1121179	1013629	944236.6	1051364	1092073	1145779	1067680	1066683	1152035	1123564	1138448	1209552	1255907	1068701	1026498	981333.9	1061349	1078833	1010955	997610.7	1055887	999155.6	1008601	1085798	1122013	983794.7	911032.9	941963	1017053	1058209	1035424	1043557	1107770	1035012	973098.3	1017846	1013910	949730.3	853561.3	938066	1032304	1048505	1045117	1023855	1068425	1038962	1045822	1004054	1013180	942860.1	880031.1	1013588	1104063	1169343	1067871	1062826	1104273	1064318	1021169	1020495	1074067	949313.4	912197	1074539	1213983	1318255	1189951	1190086	1214465	1119179	1120959	1078758	1136805	1044634	975176.9	1096930	1177639	1206530	1137973	1264828	1190571	1105649	1119211	1122748	1206782	1062413	1048638	
16453	1142615	1202443	1184586	1186426	1196362	1236816	1213324	1060680	1217078	1130272	1005885	946832.3	1054967	1087042	1146926	1063689	1064346	1145901	1117030	1146300	1213426	1261220	1055703	1028915	980844.9	1056912	1081633	1009304	1001742	1051413	999223.4	1008229	1078784	1124560	993070.3	914712.1	950496.9	1021903	1058834	1028272	1035684	1105926	1038181	965555	1018337	997240.9	943459	849845.3	940021.3	1026649	1049958	1045189	1019921	1065654	1066931	1037906	985396	1011831	939878.9	877434.3	1018403	1110835	1167406	1060928	1063528	1110108	1067226	1015136	1013361	1073869	952811.1	907679	1075521	1216861	1310847	1194258	1195132	1204520	1117542	1105746	1073120	1123531	1036888	978209.4	1090927	1199015	1206645	1145031	1266736	1182838	1112789	1132283	1120497	1200837	1067942	1049125	
16473	1143109	1192275	1184993	1191849	1198831	1236108	1203473	1065835	1217099	1122717	1007771	939851.4	1047778	1093220	1141454	1069118	1059309	1131154	1119483	1140904	1210760	1266861	1059021	1035841	984803	1051627	1079709	1007187	1004233	1043159	1004199	1008933	1068236	1120752	995207.6	921220.9	948107.4	1023897	1061754	1029697	1021060	1104357	1031691	969075.7	1021719	1009722	943431.3	852340.1	945132.9	1031662	1054506	1038498	1027709	1071478	1062180	1031635	992661	1016104	953901.7	882893.4	1019499	1117975	1176872	1069082	1066616	1110738	1066373	1018076	1017464	1077106	951873.4	908964.7	1073089	1233173	1305105	1182691	1187789	1211928	1118201	1115440	1078121	1131519	1041866	977752.3	1085106	1189240	1209712	1133500	1260489	1186311	1110620	1138364	1120994	1202864	1067971	1053812	
16493	1134810	1195932	1186116	1190983	1197309	1241839	1204328	1071449	1212073	1124224	1007470	944137.7	1051690	1084880	1144239	1057411	1067549	1146591	1132991	1138619	1224511	1261908	1062055	1030444	989762.6	1050183	1073490	1023623	1019729	1044161	1007895	1006183	1068892	1126760	990580.1	914169.4	957917.4	1019917	1061919	1026470	1029954	1110310	1028390	983190.4	1017562	1006210	942742	858633.3	944349.3	1024172	1048986	1040334	1018517	1062103	1059711	1026233	988135.3	1016517	943714.7	880021.3	1007080	1117846	1164441	1060806	1068999	1086888	1065499	1021388	1019460	1068175	949365	916925.4	1077687	1228060	1303370	1184172	1195049	1215798	1124837	1112727	1078066	1142187	1041682	978757.9	1088036	1190873	1207610	1141398	1260681	1185269	1108525	1143516	1119296	1194494	1064597	1049266	
16513	1135774	1203354	1186009	1200268	1200124	1234566	1214955	1074118	1210521	1119419	1006998	939654.9	1049833	1097910	1136773	1054886	1094223	1128760	1129514	1138726	1235203	1266764	1068717	1028358	983495.1	1047075	1070480	1035448	1038364	1048730	1006211	1010432	1064655	1124002	994341.4	914557.1	959409.1	1019696	1059794	1021985	1036859	1115745	1025313	983400.6	1014965	1010693	940060.6	851813.7	942425.1	1029605	1055515	1033368	1023631	1053552	1061816	1023823	992082.3	1014549	951110.1	878905.7	1017061	1101876	1165845	1057617	1065029	1094340	1062346	1025029	1011596	1068977	953833	907599.7	1069115	1229780	1308222	1185682	1195445	1201508	1140181	1110734	1075412	1129251	1044342	972885.1	1085904	1188655	1211026	1141725	1256721	1190657	1108169	1141921	1119586	1203261	1060627	1055632	
16533	1140643	1199625	1196016	1188582	1199116	1238554	1216668	1085518	1213717	1128386	1009138	943867.7	1046951	1101945	1141919	1054933	1111948	1130646	1129162	1135526	1251990	1274068	1066739	1027264	977242	1051390	1069078	1050578	1041986	1040164	1008928	1007658	1055564	1136600	995945.3	919924.4	955848.7	1017165	1055529	1022356	1037852	1111611	1033018	982663.7	1001040	999293.3	943806.9	846858.7	939653.6	1027278	1049242	1034752	1031679	1058460	1056363	1031027	981976.9	1021620	946562.6	876786	1011714	1104124	1167709	1065618	1069883	1087103	1062154	1017979	1014868	1071827	953477.7	905463.6	1065407	1222406	1307733	1182874	1211707	1204889	1161894	1108562	1076353	1125168	1044644	982718.3	1088434	1190711	1213253	1134738	1253559	1172598	1108140	1144736	1118933	1198585	1066162	1050831	
16554	1133228	1207320	1188065	1185073	1190045	1233707	1215312	1078464	1216935	1129159	1000258	945303.4	1044372	1102348	1139953	1041885	1107026	1130984	1119924	1138840	1248743	1283713	1066964	1029077	987997	1055283	1070394	1051894	1034158	1049174	1000740	1009762	1059440	1128178	990828.1	916555.4	952266.9	1018281	1052270	1018198	1047597	1104397	1032075	986065.9	999005.4	1005984	935880.3	853954.3	942710.9	1029191	1056629	1024613	1023772	1048816	1058349	1023884	994427.7	1021251	944552.3	874090.6	1018387	1113313	1159550	1047828	1063891	1093429	1066810	1021350	1017906	1074271	958858.3	912576.9	1073632	1233084	1301218	1172369	1238454	1198136	1161431	1099253	1075509	1123509	1038282	983720	1085657	1189395	1221570	1131003	1245227	1179140	1113958	1139051	1114103	1210990	1065522	1053128	
16573	1131661	1199678	1195220	1179901	1190195	1225749	1205572	1091006	1221467	1125340	1000742	942069.3	1036854	1096434	1141904	1045544	1113560	1126304	1128049	1140199	1235344	1292916	1058795	1032716	987337.9	1048085	1071026	1044688	1035306	1043822	998119.6	1010007	1053930	1124314	992003.7	918502.3	955467.6	1017509	1056526	1015057	1056562	1103236	1024419	977060.3	997857	1012393	944411.3	845221.9	938250.6	1036966	1049322	1027744	1029295	1053185	1061148	1023725	986992.4	1014527	954749.7	881827.1	1011207	1104217	1151265	1057876	1070722	1085218	1070807	1014481	1012402	1079040	954994.6	905720.9	1065737	1235615	1296078	1186466	1248761	1203835	1154677	1103328	1063926	1120126	1039788	980552.4	1083960	1189700	1218498	1124223	1249167	1181063	1112931	1137554	1112804	1198314	1069589	1057942	
16594	1126522	1208864	1185631	1172034	1194735	1230124	1212390	1080323	1219148	1128185	1005777	941322.9	1043745	1092100	1137178	1040760	1105099	1126250	1137534	1126941	1246619	1304323	1065907	1023977	984489.6	1049103	1072762	1037753	1034829	1044323	1010297	1029232	1055253	1130675	993721	912123.9	961929.3	1016074	1060063	1014190	1064953	1106750	1027323	998774.1	1002095	1013600	945827.6	849769.1	938060	1030679	1058250	1018143	1047405	1044922	1053675	1021592	987795	1024693	955180.9	875602	1016302	1110588	1154177	1049402	1063100	1088892	1062924	1022615	1015651	1085212	959165.7	908150	1071071	1223030	1299850	1179864	1249077	1202423	1154671	1097847	1074544	1114707	1037998	978307.6	1090005	1197876	1220613	1129055	1243131	1178485	1102007	1139494	1113365	1208629	1062902	1058563	
16613	1126328	1204938	1179185	1174024	1198947	1232706	1204186	1079371	1213290	1135802	1007977	942990	1041329	1110696	1127575	1046802	1103281	1123118	1146121	1125162	1242997	1303342	1056491	1028502	982015	1040135	1065561	1037190	1029306	1036684	1006344	1030349	1046064	1125135	991424	918549.9	951313.6	1015872	1052031	1002507	1080215	1105060	1033274	996493.4	997834.6	1005831	951285.7	843746.9	940722.7	1019759	1060178	1015181	1071114	1044920	1059001	1012666	986285.9	1016694	955746.3	881470.1	1013773	1100082	1152780	1049433	1071155	1083965	1072317	1013034	1013474	1073984	952854.6	909692.3	1061359	1224782	1294323	1177909	1246282	1204212	1155370	1092824	1076100	1127099	1038576	977228.6	1080653	1192499	1223297	1138760	1241760	1179838	1109981	1143754	1116101	1216876	1068228	1058661	
16634	1127075	1216293	1180232	1166999	1188765	1225387	1217905	1083849	1216338	1121570	1001913	942585.6	1043778	1107140	1124497	1044207	1107190	1122093	1160876	1120576	1244741	1297524	1063472	1025299	986499.9	1045861	1064106	1030818	1035184	1046504	1020738	1028719	1055678	1118605	988137.6	917902	949754.9	1008943	1049262	1014858	1070129	1112825	1038235	989663.6	991057.9	1003354	968240.1	848844.3	942891.1	1023923	1061381	1007424	1072068	1050747	1058440	1018576	979637	1014082	954516.9	883132.7	1023584	1102664	1144805	1043795	1067187	1086088	1101710	1016467	1019344	1068727	958048	904447.7	1056401	1219517	1288301	1177868	1244142	1212320	1160171	1091418	1076914	1126759	1036518	981279.1	1082529	1195344	1220326	1132256	1242388	1179954	1121917	1138844	1119263	1215968	1073282	1056170	
16653	1128150	1211644	1185188	1158035	1202904	1230288	1212803	1084487	1212126	1126337	1000431	937193.4	1038503	1109239	1121604	1043956	1108781	1129653	1165782	1115299	1239590	1294292	1054264	1027653	974923.1	1040936	1058012	1028907	1029594	1055635	1038899	1036839	1060990	1130336	990624.4	916819.6	948344.1	1003371	1047786	1008898	1080165	1129262	1037827	989122.4	996976.1	1006762	966346.1	852956.6	946421.6	1032217	1061837	1007660	1062184	1055628	1054723	1013629	988274	1026166	952991.1	875943.6	1015102	1107447	1141229	1052630	1068305	1083903	1097709	1012656	1007668	1076224	968403.3	909380.4	1060778	1220735	1279584	1176385	1243664	1237337	1159621	1092894	1071736	1118491	1037410	969654.4	1076001	1203719	1217417	1128723	1240348	1185985	1119224	1140244	1119375	1209657	1064652	1062881	
